biological_process_id,biological_process_name,associated_gene_wb_ids,count,splits
GO:0055086,nucleobase-containing small molecule metabolic process,"WBGene00000391,WBGene00000392,WBGene00011128,WBGene00018174",4,none
GO:0055088,lipid homeostasis,"WBGene00001127,WBGene00006796,WBGene00006959,WBGene00007711,WBGene00008370,WBGene00008410,WBGene00015241,WBGene00015484,WBGene00016506,WBGene00016507,WBGene00016997,WBGene00017690,WBGene00022642,WBGene00044094",14,none
GO:0055089,fatty acid homeostasis,WBGene00003480,1,none
GO:0055091,phospholipid homeostasis,"WBGene00010828,WBGene00013407,WBGene00018318,WBGene00019686,WBGene00021691",5,none
GO:0055093,response to hyperoxia,"WBGene00001555,WBGene00006525,WBGene00006526",3,none
GO:0055129,L-proline biosynthetic process,"WBGene00010924,WBGene00011938,WBGene00015814,WBGene00018904",4,none
GO:0060003,copper ion export,WBGene00000834,1,none
GO:0060050,positive regulation of protein glycosylation,WBGene00003254,1,none
GO:0060051,negative regulation of protein glycosylation,WBGene00020596,1,none
GO:0060065,uterus development,"WBGene00001204,WBGene00002299,WBGene00004806",3,none
GO:0060069,"Wnt signaling pathway, regulating spindle positioning","WBGene00001101,WBGene00001102,WBGene00001746,WBGene00002202,WBGene00003241,WBGene00003246,WBGene00003394,WBGene00003397",8,none
GO:0060070,canonical Wnt signaling pathway,"WBGene00000156,WBGene00000238,WBGene00000478,WBGene00000857,WBGene00000858,WBGene00001101,WBGene00001102,WBGene00001188,WBGene00001487,WBGene00001979,WBGene00003006,WBGene00003029,WBGene00003048,WBGene00003238,WBGene00003241,WBGene00003246,WBGene00003395,WBGene00003396,WBGene00003397,WBGene00004077,WBGene00004202,WBGene00006943,WBGene00011926,WBGene00022242",24,none
GO:0060071,"Wnt signaling pathway, planar cell polarity pathway","WBGene00003241,WBGene00015171",2,none
GO:0060072,large conductance calcium-activated potassium channel activity,WBGene00004830,1,none
GO:0060078,regulation of postsynaptic membrane potential,"WBGene00000042,WBGene00000043,WBGene00000044,WBGene00000045,WBGene00000046,WBGene00000047,WBGene00000048,WBGene00000049,WBGene00000050,WBGene00000051,WBGene00000053,WBGene00000054,WBGene00000055,WBGene00000056,WBGene00000057,WBGene00000058,WBGene00000059,WBGene00000060,WBGene00000061,WBGene00000062,WBGene00000951,WBGene00000955,WBGene00001133,WBGene00001612,WBGene00001613,WBGene00001614,WBGene00001615,WBGene00001616,WBGene00001617,WBGene00001618,WBGene00002974,WBGene00002975,WBGene00003233,WBGene00003775,WBGene00006765,WBGene00006774,WBGene00006797,WBGene00007191,WBGene00007594,WBGene00007903,WBGene00008997,WBGene00010994,WBGene00011354,WBGene00011355,WBGene00011356,WBGene00011358,WBGene00011359,WBGene00011360,WBGene00013300,WBGene00013338,WBGene00013534,WBGene00013655,WBGene00015412,WBGene00017483,WBGene00017543,WBGene00017544,WBGene00017580,WBGene00018073,WBGene00019069,WBGene00020048,WBGene00020236,WBGene00021941,WBGene00021981,WBGene00022247,WBGene00022283,WBGene00043066,WBGene00044301,WBGene00044528,WBGene00045385",69,none
GO:0060079,excitatory postsynaptic potential,"WBGene00000042,WBGene00000043,WBGene00000044,WBGene00000045,WBGene00000046,WBGene00000047,WBGene00000048,WBGene00000049,WBGene00000050,WBGene00000051,WBGene00000053,WBGene00000054,WBGene00000055,WBGene00000056,WBGene00000057,WBGene00000058,WBGene00000059,WBGene00000060,WBGene00000061,WBGene00000062,WBGene00000232,WBGene00000951,WBGene00000955,WBGene00001133,WBGene00001373,WBGene00001591,WBGene00001592,WBGene00002974,WBGene00002975,WBGene00006765,WBGene00006774,WBGene00006797,WBGene00007191,WBGene00007594,WBGene00007903,WBGene00008997,WBGene00010994,WBGene00011354,WBGene00011355,WBGene00011356,WBGene00011358,WBGene00011359,WBGene00011360,WBGene00013300,WBGene00013338,WBGene00013534,WBGene00013655,WBGene00015412,WBGene00017483,WBGene00017543,WBGene00017544,WBGene00017580,WBGene00019069,WBGene00020048,WBGene00020236,WBGene00021941,WBGene00021981,WBGene00022247,WBGene00022283,WBGene00043066,WBGene00044301,WBGene00044528,WBGene00045385",63,none
GO:0060097,"cytoskeletal rearrangement involved in phagocytosis, engulfment",WBGene00000426,1,none
GO:0060100,"positive regulation of phagocytosis, engulfment","WBGene00009552,WBGene00013034",2,none
GO:0060101,"negative regulation of phagocytosis, engulfment","WBGene00006406,WBGene00009977,WBGene00013034",3,none
GO:0060142,regulation of syncytium formation by plasma membrane fusion,"WBGene00001345,WBGene00006910,WBGene00006921,WBGene00009882",4,none
GO:0060158,phospholipase C-activating dopamine receptor signaling pathway,WBGene00001196,1,none
GO:0060160,negative regulation of dopamine receptor signaling pathway,WBGene00001709,1,none
GO:0060169,negative regulation of adenosine receptor signaling pathway,WBGene00015551,1,none
GO:0060178,regulation of exocyst localization,WBGene00021811,1,none
GO:0060179,male mating behavior,"WBGene00000084,WBGene00000908,WBGene00000914,WBGene00001208,WBGene00001210,WBGene00002173,WBGene00003058,WBGene00004035,WBGene00004776,WBGene00015735,WBGene00020317",11,none
GO:0060213,positive regulation of nuclear-transcribed mRNA poly(A) tail shortening,"WBGene00017356,WBGene00021845",2,none
GO:0060236,regulation of mitotic spindle organization,WBGene00010198,1,none
GO:0060255,regulation of macromolecule metabolic process,"WBGene00001574,WBGene00017137,WBGene00020251,WBGene00022448",4,none
GO:0060259,regulation of feeding behavior,"WBGene00000092,WBGene00001648,WBGene00004367",3,none
GO:0060261,positive regulation of transcription initiation by RNA polymerase II,"WBGene00007018,WBGene00011743",2,none
GO:0060271,cilium assembly,"WBGene00000188,WBGene00000193,WBGene00000242,WBGene00000244,WBGene00000383,WBGene00000484,WBGene00000485,WBGene00000490,WBGene00000492,WBGene00000906,WBGene00000907,WBGene00001118,WBGene00001119,WBGene00001121,WBGene00001122,WBGene00001127,WBGene00002230,WBGene00003850,WBGene00003883,WBGene00003884,WBGene00003885,WBGene00003886,WBGene00003892,WBGene00004373,WBGene00006829,WBGene00006843,WBGene00007490,WBGene00007860,WBGene00008281,WBGene00008288,WBGene00009921,WBGene00010974,WBGene00012616,WBGene00012826,WBGene00015466,WBGene00016005,WBGene00016744,WBGene00016935,WBGene00017120,WBGene00017973,WBGene00018042,WBGene00018051,WBGene00018727,WBGene00019128,WBGene00019364,WBGene00019482,WBGene00019828,WBGene00020100,WBGene00020444,WBGene00020825,WBGene00021349,WBGene00021416,WBGene00022465,WBGene00043992",54,none
GO:0060278,regulation of ovulation,WBGene00003605,1,none
GO:0060279,positive regulation of ovulation,"WBGene00000942,WBGene00002992,WBGene00003515,WBGene00003930,WBGene00006754,WBGene00006787,WBGene00007505",7,none
GO:0060280,negative regulation of ovulation,"WBGene00003864,WBGene00003865,WBGene00006940,WBGene00007772",4,none
GO:0060281,regulation of oocyte development,"WBGene00000534,WBGene00001526",2,none
GO:0060282,positive regulation of oocyte development,"WBGene00000231,WBGene00000890,WBGene00001413,WBGene00001483,WBGene00001595,WBGene00003026,WBGene00003864,WBGene00003865,WBGene00004384,WBGene00006752,WBGene00021952",11,none
GO:0060284,regulation of cell development,WBGene00000383,1,none
GO:0060285,cilium-dependent cell motility,WBGene00013028,1,none
GO:0060290,transdifferentiation,"WBGene00000431,WBGene00001088,WBGene00001194,WBGene00004773,WBGene00004782,WBGene00006474,WBGene00009924,WBGene00012458,WBGene00017571,WBGene00017683",10,none
GO:0060294,cilium movement involved in cell motility,"WBGene00000485,WBGene00007154,WBGene00019828",3,none
GO:0060296,regulation of cilium beat frequency involved in ciliary motility,WBGene00008288,1,none
GO:0060297,regulation of sarcomere organization,WBGene00010681,1,none
GO:0060298,positive regulation of sarcomere organization,"WBGene00000542,WBGene00003929,WBGene00003930,WBGene00003931,WBGene00003932,WBGene00006495,WBGene00006754,WBGene00006759,WBGene00006787,WBGene00006820,WBGene00006826,WBGene00006836",12,none
GO:0060320,rejection of self pollen,"WBGene00017233,WBGene00019485,WBGene00020141",3,none
GO:0060323,head morphogenesis,WBGene00002989,1,none
GO:0060326,cell chemotaxis,"WBGene00000424,WBGene00004287,WBGene00022177",3,none
GO:0060378,regulation of brood size,"WBGene00001133,WBGene00002238,WBGene00003877,WBGene00004930,WBGene00007277,WBGene00011502,WBGene00013591",7,none
GO:0060384,innervation,WBGene00019407,1,none
GO:0060386,synapse assembly involved in innervation,WBGene00001499,1,none
GO:0060395,SMAD protein signal transduction,"WBGene00000899,WBGene00000904,WBGene00000910,WBGene00004856,WBGene00004857,WBGene00004858,WBGene00006445",7,none
GO:0060429,epithelium development,WBGene00022492,1,none
GO:0060456,positive regulation of digestive system process,"WBGene00001172,WBGene00001189",2,none
GO:0060465,pharynx development,WBGene00004012,1,none
GO:0060468,prevention of polyspermy,WBGene00004965,1,none
GO:0060471,cortical granule exocytosis,"WBGene00002068,WBGene00003132,WBGene00004269,WBGene00004274,WBGene00004775,WBGene00006374",6,none
GO:0060537,muscle tissue development,WBGene00000912,1,none
GO:0060562,epithelial tube morphogenesis,"WBGene00000390,WBGene00001526,WBGene00006437,WBGene00007561,WBGene00010631,WBGene00013355,WBGene00016354,WBGene00017349,WBGene00019030",9,none
GO:0060573,cell fate specification involved in pattern specification,"WBGene00000858,WBGene00003029,WBGene00003241,WBGene00004013",4,none
GO:0060581,cell fate commitment involved in pattern specification,"WBGene00000147,WBGene00000148",2,none
GO:0060582,cell fate determination involved in pattern specification,WBGene00000566,1,none
GO:0060625,regulation of protein deneddylation,"WBGene00008296,WBGene00009049,WBGene00011195,WBGene00011304,WBGene00012039,WBGene00013606,WBGene00018330",7,none
GO:0060627,regulation of vesicle-mediated transport,WBGene00004040,1,none
GO:0060631,regulation of meiosis I,"WBGene00002201,WBGene00004043",2,none
GO:0060756,foraging behavior,"WBGene00002988,WBGene00003750,WBGene00013974,WBGene00015466",4,none
GO:0060785,regulation of apoptosis involved in tissue homeostasis,WBGene00000776,1,none
GO:0060795,cell fate commitment involved in formation of primary germ layer,WBGene00006943,1,none
GO:0060828,regulation of canonical Wnt signaling pathway,"WBGene00003252,WBGene00007357,WBGene00012813,WBGene00020782,WBGene00022697",5,none
GO:0060903,positive regulation of meiosis I,"WBGene00000231,WBGene00001596,WBGene00017304",3,none
GO:0060964,regulation of miRNA-mediated gene silencing,"WBGene00007169,WBGene00021634",2,none
GO:0060966,regulation of gene silencing by regulatory ncRNA,WBGene00010263,1,none
GO:0060990,lipid tube assembly involved in organelle fission,"WBGene00004373,WBGene00010272",2,none
GO:0061015,snRNA import into nucleus,WBGene00017746,1,none
GO:0061024,membrane organization,"WBGene00001335,WBGene00001575,WBGene00004958,WBGene00012555,WBGene00019771,WBGene00020376,WBGene00022678",7,none
GO:0061025,membrane fusion,"WBGene00001186,WBGene00001414,WBGene00004964,WBGene00006371,WBGene00010713,WBGene00015164,WBGene00015789,WBGene00018239,WBGene00022381,WBGene00022460",10,none
GO:0061038,uterus morphogenesis,"WBGene00002988,WBGene00022048",2,none
GO:0061041,regulation of wound healing,WBGene00019296,1,none
GO:0061061,muscle structure development,"WBGene00001132,WBGene00003089,WBGene00006820,WBGene00014262,WBGene00016197",5,none
GO:0061062,regulation of nematode larval development,"WBGene00004774,WBGene00004775,WBGene00009178,WBGene00011481,WBGene00013737,WBGene00018604",6,none
GO:0061063,positive regulation of nematode larval development,"WBGene00000497,WBGene00000536,WBGene00000991,WBGene00001133,WBGene00002162,WBGene00002238,WBGene00002827,WBGene00003119,WBGene00006518,WBGene00013284,WBGene00013591,WBGene00013878,WBGene00014054",13,none
GO:0061064,negative regulation of nematode larval development,"WBGene00008140,WBGene00017668,WBGene00018909,WBGene00020442",4,none
GO:0061065,regulation of dauer larval development,"WBGene00000897,WBGene00000898,WBGene00000899,WBGene00000900,WBGene00000903,WBGene00000904,WBGene00000906,WBGene00000907,WBGene00000908,WBGene00000910,WBGene00000912,WBGene00000917,WBGene00019198,WBGene00020572,WBGene00022154",15,none
GO:0061066,positive regulation of dauer larval development,"WBGene00000485,WBGene00000899,WBGene00000901,WBGene00000902,WBGene00000906,WBGene00000908,WBGene00000912,WBGene00000913,WBGene00003884,WBGene00003919,WBGene00006654,WBGene00020142",12,none
GO:0061067,negative regulation of dauer larval development,"WBGene00000897,WBGene00000900,WBGene00000903,WBGene00000904,WBGene00000907,WBGene00000910,WBGene00000917,WBGene00001173,WBGene00001538,WBGene00002118,WBGene00003015,WBGene00006721,WBGene00018572",13,none
GO:0061073,ciliary body morphogenesis,WBGene00004952,1,none
GO:0061077,chaperone-mediated protein folding,"WBGene00000915,WBGene00001042,WBGene00001426,WBGene00003829,WBGene00006781",5,none
GO:0061096,negative regulation of turning behavior involved in mating,"WBGene00001135,WBGene00001172,WBGene00001451,WBGene00001453,WBGene00001455,WBGene00001463,WBGene00003168",7,none
GO:0061098,positive regulation of protein tyrosine kinase activity,WBGene00017463,1,none
GO:0061136,regulation of proteasomal protein catabolic process,"WBGene00003009,WBGene00013435",2,none
GO:0061138,morphogenesis of a branching epithelium,WBGene00016540,1,none
GO:0061172,regulation of establishment of bipolar cell polarity,WBGene00019935,1,none
GO:0061187,regulation of rDNA heterochromatin formation,WBGene00000931,1,none
GO:0061199,striated muscle contraction involved in embryonic body morphogenesis,WBGene00000368,1,none
GO:0061203,striated muscle paramyosin thick filament assembly,WBGene00006814,1,none
GO:0061355,Wnt protein secretion,"WBGene00003246,WBGene00003394",2,none
GO:0061357,positive regulation of Wnt protein secretion,"WBGene00001082,WBGene00003246",2,none
GO:0061433,cellular response to caloric restriction,WBGene00001851,1,none
GO:0061459,L-arginine transmembrane transporter activity,"WBGene00017747,WBGene00021546",2,none
GO:0061512,protein localization to cilium,"WBGene00000193,WBGene00000241,WBGene00000906,WBGene00006655,WBGene00016935,WBGene00022465,WBGene00022696,WBGene00043992",8,none
GO:0061513,glucose 6-phosphate:phosphate antiporter activity,"WBGene00009811,WBGene00302978",2,none
GO:0061525,hindgut development,WBGene00001174,1,none
GO:0061534,"gamma-aminobutyric acid secretion, neurotransmission",WBGene00007203,1,none
GO:0061542,3-demethylubiquinol 3-O-methyltransferase activity,WBGene00000763,1,none
GO:0061544,"peptide secretion, neurotransmission",WBGene00010259,1,none
GO:0061564,axon development,"WBGene00000561,WBGene00001960,WBGene00001961,WBGene00003018,WBGene00003595,WBGene00006778,WBGene00009540,WBGene00013665",8,none
GO:0061572,actin filament bundle organization,WBGene00000072,1,none
GO:0061608,nuclear import signal receptor activity,"WBGene00002072,WBGene00002073,WBGene00002074,WBGene00002075,WBGene00002076,WBGene00002077,WBGene00004305,WBGene00009956,WBGene00018328",9,none
GO:0061621,canonical glycolysis,"WBGene00008230,WBGene00022199",2,none
GO:0061628,histone H3K27me3 reader activity,"WBGene00001898,WBGene00001996,WBGene00019429",3,none
GO:0061640,cytoskeleton-dependent cytokinesis,"WBGene00006793,WBGene00006795,WBGene00015956",3,none
GO:0061643,chemorepulsion of axon,"WBGene00000424,WBGene00003239,WBGene00006745,WBGene00006769,WBGene00006776,WBGene00006780,WBGene00006805",7,none
GO:0061668,mitochondrial ribosome assembly,"WBGene00008236,WBGene00022744",2,none
GO:0061687,detoxification of inorganic compound,WBGene00016204,1,none
GO:0061709,reticulophagy,"WBGene00006786,WBGene00008041,WBGene00013643,WBGene00015555,WBGene00019748,WBGene00020324,WBGene00020334,WBGene00020706,WBGene00044324,WBGene00305157",10,none
GO:0061723,glycophagy,"WBGene00002982,WBGene00008427,WBGene00008432,WBGene00012641,WBGene00018294,WBGene00019748,WBGene00020334,WBGene00021922",8,none
GO:0061727,methylglyoxal catabolic process to lactate,"WBGene00015184,WBGene00016789",2,none
GO:0061760,antifungal innate immune response,"WBGene00001674,WBGene00004034,WBGene00004055,WBGene00010556,WBGene00010700",5,none
GO:0061762,CAMKK-AMPK signaling cascade,WBGene00000518,1,none
GO:0061771,response to caloric restriction,"WBGene00000845,WBGene00003745,WBGene00004013",3,none
GO:0061789,dense core granule priming,WBGene00006752,1,none
GO:0061796,membrane addition at site of mitotic cytokinesis,WBGene00004274,1,none
GO:0061817,endoplasmic reticulum-plasma membrane tethering,"WBGene00003890,WBGene00007559,WBGene00010254,WBGene00018008,WBGene00018354,WBGene00018840,WBGene00021428,WBGene00022546",8,none
GO:0061837,neuropeptide processing,"WBGene00000088,WBGene00001172,WBGene00001189",3,none
GO:0061853,regulation of neuroblast migration,WBGene00004077,1,none
GO:0061863,microtubule plus end polymerase,"WBGene00006994,WBGene00011613,WBGene00018781",3,none
GO:0061968,maintenance of left/right asymmetry,"WBGene00000995,WBGene00003034,WBGene00020287,WBGene00045419",4,none
GO:0065002,intracellular protein transmembrane transport,"WBGene00018719,WBGene00019305",2,none
GO:0065003,protein-containing complex assembly,"WBGene00001019,WBGene00001127,WBGene00004978,WBGene00011488,WBGene00015344,WBGene00018854",6,none
GO:0065008,regulation of biological quality,WBGene00007145,1,none
GO:0070037,rRNA (pseudouridine) methyltransferase activity,WBGene00012652,1,none
GO:0070042,rRNA (uridine-N3-)-methyltransferase activity,WBGene00012768,1,none
GO:0070059,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,WBGene00002147,1,none
GO:0070072,vacuolar proton-transporting V-type ATPase complex assembly,"WBGene00008528,WBGene00011115,WBGene00011116,WBGene00017289,WBGene00303105",5,none
GO:0070085,glycosylation,"WBGene00005021,WBGene00007424,WBGene00009240,WBGene00011023,WBGene00011657,WBGene00011784,WBGene00012941,WBGene00013662,WBGene00015311,WBGene00015465,WBGene00015760,WBGene00015762,WBGene00015870,WBGene00016282,WBGene00017018,WBGene00017019,WBGene00017020,WBGene00017577,WBGene00018094,WBGene00018498,WBGene00018809,WBGene00019452,WBGene00019524,WBGene00019763,WBGene00019948,WBGene00020247,WBGene00020277,WBGene00020280,WBGene00022757,WBGene00022758",30,none
GO:0070124,mitochondrial translational initiation,WBGene00009771,1,none
GO:0070125,mitochondrial translational elongation,"WBGene00007000,WBGene00007001,WBGene00008514,WBGene00009246,WBGene00010094",5,none
GO:0070126,mitochondrial translational termination,WBGene00019838,1,none
GO:0070129,regulation of mitochondrial translation,"WBGene00007587,WBGene00015425",2,none
GO:0070131,positive regulation of mitochondrial translation,"WBGene00012370,WBGene00014176,WBGene00016978,WBGene00018513",4,none
GO:0070141,response to UV-A,WBGene00001803,1,none
GO:0070150,mitochondrial glycyl-tRNA aminoacylation,WBGene00001744,1,none
GO:0070158,mitochondrial seryl-tRNA aminoacylation,"WBGene00005662,WBGene00019353",2,none
GO:0070179,D-serine biosynthetic process,WBGene00011353,1,none
GO:0070183,mitochondrial tryptophanyl-tRNA aminoacylation,WBGene00006946,1,none
GO:0070189,kynurenine metabolic process,"WBGene00011088,WBGene00011089",2,none
GO:0070192,chromosome organization involved in meiotic cell cycle,"WBGene00003406,WBGene00004166,WBGene00004296,WBGene00004297",4,none
GO:0070194,synaptonemal complex disassembly,"WBGene00004888,WBGene00006976",2,none
GO:0070198,"protein localization to chromosome, telomeric region",WBGene00018482,1,none
GO:0070199,establishment of protein localization to chromosome,"WBGene00001831,WBGene00001832",2,none
GO:0070207,protein homotrimerization,WBGene00022815,1,none
GO:0070221,"sulfide oxidation, using sulfide:quinone oxidoreductase","WBGene00008538,WBGene00021183",2,none
GO:0070266,necroptotic process,"WBGene00000542,WBGene00001082,WBGene00001130,WBGene00002980,WBGene00004373,WBGene00004921,WBGene00006751,WBGene00006763,WBGene00006791,WBGene00006831,WBGene00006840",11,none
GO:0070291,N-acylethanolamine metabolic process,"WBGene00011644,WBGene00011929,WBGene00020446,WBGene00021370,WBGene00021371,WBGene00021917,WBGene00022532",7,none
GO:0070292,N-acylphosphatidylethanolamine metabolic process,"WBGene00021370,WBGene00021371",2,none
GO:0070301,cellular response to hydrogen peroxide,"WBGene00006434,WBGene00008530,WBGene00011201",3,none
GO:0070370,cellular heat acclimation,WBGene00002002,1,none
GO:0070373,negative regulation of ERK1 and ERK2 cascade,"WBGene00003043,WBGene00006460",2,none
GO:0070374,positive regulation of ERK1 and ERK2 cascade,WBGene00022389,1,none
GO:0070407,oxidation-dependent protein catabolic process,WBGene00016391,1,none
GO:0070475,rRNA base methylation,"WBGene00008008,WBGene00012652,WBGene00012768,WBGene00013151,WBGene00014228,WBGene00021073",6,none
GO:0070476,rRNA (guanine-N7)-methylation,WBGene00016166,1,none
GO:0070478,"nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay",WBGene00008502,1,none
GO:0070481,"nuclear-transcribed mRNA catabolic process, non-stop decay",WBGene00011280,1,none
GO:0070482,response to oxygen levels,"WBGene00000562,WBGene00001173,WBGene00001551,WBGene00001552,WBGene00001553,WBGene00001554,WBGene00001555,WBGene00001556,WBGene00001557,WBGene00003807,WBGene00006525,WBGene00006526,WBGene00011146,WBGene00011433,WBGene00011937,WBGene00013415,WBGene00020251,WBGene00044305",18,none
GO:0070507,regulation of microtubule cytoskeleton organization,"WBGene00001127,WBGene00001746,WBGene00003178,WBGene00008095,WBGene00010991,WBGene00013223,WBGene00016611,WBGene00021059",8,none
GO:0070508,cholesterol import,WBGene00006477,1,none
GO:0070509,calcium ion import,"WBGene00000367,WBGene00004736",2,none
GO:0070525,tRNA threonylcarbamoyladenosine metabolic process,"WBGene00010305,WBGene00022166,WBGene00138717",3,none
GO:0070534,protein K63-linked ubiquitination,"WBGene00006708,WBGene00006730,WBGene00020423",3,none
GO:0070536,protein K63-linked deubiquitination,WBGene00009594,1,none
GO:0070574,cadmium ion transmembrane transport,"WBGene00001815,WBGene00004876,WBGene00004877,WBGene00004878",4,none
GO:0070587,regulation of cell-cell adhesion involved in gastrulation,"WBGene00006406,WBGene00006737",2,none
GO:0070588,calcium ion transmembrane transport,"WBGene00000367,WBGene00000368,WBGene00000846,WBGene00001187,WBGene00002173,WBGene00003058,WBGene00003151,WBGene00003153,WBGene00003569,WBGene00003570,WBGene00003889,WBGene00004035,WBGene00004063,WBGene00004736,WBGene00004976,WBGene00006614,WBGene00006615,WBGene00006616,WBGene00006742,WBGene00006772,WBGene00006801,WBGene00007041,WBGene00007670,WBGene00008973,WBGene00009045,WBGene00015648,WBGene00016626,WBGene00017400,WBGene00019296,WBGene00019875,WBGene00021125,WBGene00021847,WBGene00021910",33,none
GO:0070593,dendrite self-avoidance,"WBGene00002232,WBGene00004370,WBGene00004732,WBGene00006978,WBGene00006980,WBGene00011345,WBGene00012184,WBGene00016354,WBGene00017184,WBGene00021305",10,none
GO:0070613,regulation of protein processing,"WBGene00000534,WBGene00000776",2,none
GO:0070651,nonfunctional rRNA decay,WBGene00011280,1,none
GO:0070681,glutaminyl-tRNAGln biosynthesis via transamidation,"WBGene00013433,WBGene00016524,WBGene00021508",3,none
GO:0070682,proteasome regulatory particle assembly,WBGene00016623,1,none
GO:0070778,L-aspartate transmembrane transport,"WBGene00008979,WBGene00018901,WBGene00019326",3,none
GO:0070782,phosphatidylserine exposure on apoptotic cell surface,"WBGene00000422,WBGene00011935",2,none
GO:0070813,hydrogen sulfide metabolic process,WBGene00007886,1,none
GO:0070814,hydrogen sulfide biosynthetic process,WBGene00000221,1,none
GO:0070828,heterochromatin organization,"WBGene00017683,WBGene00019883",2,none
GO:0070830,bicellular tight junction assembly,WBGene00008887,1,none
GO:0070831,basement membrane assembly,WBGene00002247,1,none
GO:0070832,phosphatidylcholine biosynthesis from phosphoryl-ethanolamine via N-dimethylethanolamine phosphate and CDP-choline,WBGene00022781,1,none
GO:0070836,caveola assembly,"WBGene00000301,WBGene00000302",2,none
GO:0070897,transcription preinitiation complex assembly,"WBGene00000271,WBGene00006648",2,none
GO:0070898,RNA polymerase III preinitiation complex assembly,WBGene00015091,1,none
GO:0070899,mitochondrial tRNA wobble uridine modification,WBGene00009944,1,none
GO:0070900,mitochondrial tRNA modification,WBGene00017776,1,none
GO:0070901,mitochondrial tRNA methylation,WBGene00194707,1,none
GO:0070914,UV-damage excision repair,"WBGene00006963,WBGene00008665",2,none
GO:0070920,regulation of regulatory ncRNA processing,WBGene00004326,1,none
GO:0070922,RISC complex assembly,"WBGene00000105,WBGene00000106",2,none
GO:0070935,3'-UTR-mediated mRNA stabilization,WBGene00000935,1,none
GO:0070936,protein K48-linked ubiquitination,"WBGene00006734,WBGene00009164,WBGene00022115",3,none
GO:0070966,"nuclear-transcribed mRNA catabolic process, no-go decay",WBGene00011280,1,none
GO:0070973,protein localization to endoplasmic reticulum exit site,"WBGene00013985,WBGene00017419,WBGene00021883",3,none
GO:0070979,protein K11-linked ubiquitination,"WBGene00000143,WBGene00000144,WBGene00001284,WBGene00001583,WBGene00003133,WBGene00013443,WBGene00044345",7,none
GO:0070981,L-asparagine biosynthetic process,"WBGene00003816,WBGene00019730",2,none
GO:0070983,dendrite guidance,WBGene00011345,1,none
GO:0070986,left/right axis specification,"WBGene00000238,WBGene00000415,WBGene00000419,WBGene00000420,WBGene00000421,WBGene00000424,WBGene00000426,WBGene00001102,WBGene00001188,WBGene00001746,WBGene00001979,WBGene00003219,WBGene00003241,WBGene00003246,WBGene00003394,WBGene00003395,WBGene00003397,WBGene00005077,WBGene00006943",19,none
GO:0070987,error-free translesion synthesis,"WBGene00014066,WBGene00022787",2,none
GO:0070988,demethylation,"WBGene00017304,WBGene00022766",2,none
GO:0071025,RNA surveillance,"WBGene00010734,WBGene00011280",2,none
GO:0071028,nuclear mRNA surveillance,"WBGene00000202,WBGene00000798,WBGene00001840,WBGene00003123,WBGene00004387,WBGene00007201,WBGene00009289,WBGene00018007,WBGene00018154,WBGene00018305,WBGene00020423,WBGene00045401",12,none
GO:0071031,nuclear mRNA surveillance of mRNA 3'-end processing,WBGene00001001,1,none
GO:0071034,CUT catabolic process,"WBGene00010325,WBGene00022232",2,none
GO:0071035,nuclear polyadenylation-dependent rRNA catabolic process,"WBGene00000796,WBGene00009289,WBGene00010325,WBGene00018154,WBGene00018305,WBGene00022232",6,none
GO:0071036,nuclear polyadenylation-dependent snoRNA catabolic process,WBGene00000796,1,none
GO:0071037,nuclear polyadenylation-dependent snRNA catabolic process,WBGene00000796,1,none
GO:0071038,TRAMP-dependent tRNA surveillance pathway,"WBGene00000796,WBGene00009289,WBGene00010325,WBGene00018154,WBGene00018305,WBGene00022232",6,none
GO:0071039,nuclear polyadenylation-dependent CUT catabolic process,WBGene00000796,1,none
GO:0071040,nuclear polyadenylation-dependent antisense transcript catabolic process,WBGene00000796,1,none
GO:0071044,histone mRNA catabolic process,WBGene00000796,1,none
GO:0071051,poly(A)-dependent snoRNA 3'-end processing,"WBGene00000202,WBGene00000796,WBGene00000798,WBGene00007201,WBGene00010325,WBGene00022232",6,none
GO:0071139,resolution of DNA recombination intermediates,WBGene00001865,1,none
GO:0071163,DNA replication preinitiation complex assembly,WBGene00000413,1,none
GO:0071164,RNA cap trimethylguanosine synthase activity,WBGene00011631,1,none
GO:0071168,protein localization to chromatin,"WBGene00001413,WBGene00003864,WBGene00003865,WBGene00007029,WBGene00022473",5,none
GO:0071169,establishment of protein localization to chromatin,"WBGene00004166,WBGene00019351",2,none
GO:0071218,cellular response to misfolded protein,"WBGene00000097,WBGene00000500,WBGene00001019,WBGene00001044,WBGene00003870,WBGene00006597,WBGene00006598",7,none
GO:0071230,cellular response to amino acid stimulus,"WBGene00000911,WBGene00007390,WBGene00020101,WBGene00022402",4,none
GO:0071233,cellular response to L-leucine,"WBGene00003209,WBGene00022279",2,none
GO:0071244,cellular response to carbon dioxide,"WBGene00001189,WBGene00001459,WBGene00001844,WBGene00003739,WBGene00003752,WBGene00006767",6,none
GO:0071248,cellular response to metal ion,"WBGene00000223,WBGene00003473,WBGene00003965,WBGene00004055",4,none
GO:0071260,cellular response to mechanical stimulus,WBGene00007505,1,none
GO:0071277,cellular response to calcium ion,"WBGene00000542,WBGene00001577,WBGene00006441,WBGene00007044,WBGene00007221,WBGene00012128",6,none
